study_id,x,y,z,stat_value,sample_size,space
12789013,-35.8022155151152,-71.64751725665418,34.69293645311261,2.3052986826631727,59,mni152_2mm
12789013,0.3428113308485381,-83.25939096151895,5.141156734246106,1.96,63,mni152_2mm
12789013,-42.44385968625919,-92.74571199764632,-3.608621281374516,-3.2466959035397744,39,mni152_2mm
12789013,-12.584968933403273,13.342883779643175,30.64429610771148,4.692277753232431,64,mni152_2mm
12789013,-18.55470897836799,-88.66436764080481,47.07390871982348,4.5399340380419515,56,mni152_2mm
12789013,-42.29969032883199,-67.08419990012251,25.463274944659503,-3.57185266105143,42,mni152_2mm
12789013,-51.11915082431342,-84.22256019587672,-16.490951510850497,4.3761352706527035,57,mni152_2mm
12789013,-41.78633442688909,21.631968913582348,-10.977835193157617,3.029739972158385,32,mni152_2mm
12789013,27.943814883749752,-64.11581011555758,-11.278925362565731,3.5975489157197686,55,mni152_2mm
12789013,-4.075486033624472,-54.02025704088823,-1.7209759834714768,3.3224296167046923,55,mni152_2mm
12789013,35.357938468196906,-64.7562951229614,-20.231976550658786,-4.487440357498448,39,mni152_2mm
12789013,-3.886195274231155,-56.45096585788189,21.899900126951376,2.345574649574718,80,mni152_2mm
12789013,-4.059649206049268,-58.24988492189047,-1.3664483852476064,-1.96,24,mni152_2mm
12789013,-37.02836501806475,2.5064405676158312,44.10104586706965,-3.3964088684506337,31,mni152_2mm
12789013,19.413239337502944,-52.99332071724436,-4.307303052569983,-1.96,43,mni152_2mm
12789013,35.7043686744593,-90.82206175514328,14.290804111341409,-6.691920521211988,29,mni152_2mm
12789013,-6.163060347920053,26.66982210479922,37.25929396598937,1.96,24,mni152_2mm
12789013,-14.566121525049676,-97.09531656111795,6.472732081079604,4.804938904049527,30,mni152_2mm
12789013,0.3396025015734966,2.3878767831827687,39.2209588046598,-1.96,36,mni152_2mm
12789013,0.3428113308485381,-83.25939096151895,5.141156734246106,-4.6542671737517045,39,mni152_2mm
12789013,-14.59035521767668,12.5002070296708,47.4660032230521,5.087701168339308,51,mni152_2mm
12789013,23.85515478932592,16.8746620629799,45.54234116040354,-2.849998145973682,42,mni152_2mm
12789013,-5.133164703403777,16.388596558422044,28.072877367293092,-4.706063645646102,30,mni152_2mm
12789013,60.912052244501034,-21.621053835778486,-15.221357075574682,-5.953998336244442,37,mni152_2mm
12789013,-37.31841021917591,-59.81896739279652,-18.696034378057533,-1.96,48,mni152_2mm
12789013,64.24673155420132,-14.772880861159386,4.239633440114767,3.3069362347773645,83,mni152_2mm
12789013,-56.660999609748515,-10.52252643056354,-12.571202984767716,-1.96,48,mni152_2mm
12789013,31.438773098697386,19.0905030898352,59.767006584953506,4.81755945453277,19,mni152_2mm
12789013,-28.67854700603699,-84.08810771636415,-16.759992489759377,6.736752608119838,64,mni152_2mm
12789013,60.953350799695826,-21.1927397729193,-9.681750286955875,3.8623369749322114,87,mni152_2mm
12789013,38.39704244986755,30.199307632741583,-3.695748267219586,3.45947424853392,37,mni152_2mm
12789013,58.67122990711412,1.4577688865413636,-19.361478630881216,4.134654577758757,59,mni152_2mm
12789013,26.731932082241094,22.269264069471472,4.909682660341989,6.966955380134373,32,mni152_2mm
12789013,-59.48146047451889,-51.582523768470146,21.015015981126908,3.533817900587062,36,mni152_2mm
12789013,27.139730392302603,-86.6436538663363,14.03876831460664,2.8225285454660867,53,mni152_2mm
12789013,-56.660999609748515,-10.52252643056354,-12.571202984767716,1.96,46,mni152_2mm
12789013,28.13378823764578,-62.14556542640532,14.20326586508077,2.071860646433737,36,mni152_2mm
12789013,-12.628383055222244,-80.477198069959,-12.786374885324292,1.96,61,mni152_2mm
12789013,30.395430501255763,-83.9099927407591,21.578519594002618,1.96,73,mni152_2mm
12789013,0.6566803503289319,-80.00420408378913,47.24216832774903,4.208743345014172,54,mni152_2mm
12789013,-18.934655686160053,-92.60485701910932,-3.890473735469533,-4.0038870487647795,31,mni152_2mm
12789013,-56.31709484436807,-79.45475834138217,4.357715963163745,2.212418699148236,38,mni152_2mm
12789013,32.092749819321824,-48.91439806627622,-21.523020618439883,-1.96,41,mni152_2mm
12789013,19.47931702581461,-52.308018216669666,4.556067809220105,4.918245875331717,34,mni152_2mm
12789013,10.793786176329316,23.115517522395557,17.288989723095415,-6.661225771124191,27,mni152_2mm
12789013,-37.02836501806475,2.5064405676158312,44.10104586706965,6.280724263385134,34,mni152_2mm
12789013,-37.10003982252057,-60.84961798925227,9.267895263704396,-3.059632576872767,66,mni152_2mm
12789013,-4.025859984274677,26.68262710284803,37.233671015617105,1.96,53,mni152_2mm
12789013,-24.55889664485583,-45.02410263356761,-21.198540031798483,1.96,46,mni152_2mm
12789013,24.25899389249362,-90.98084890257728,54.58279491511222,3.032303324910718,31,mni152_2mm
12789013,35.59747008832668,-62.272073558378125,11.897742823330288,3.6862724239551063,37,mni152_2mm
12789013,-14.871936564510374,57.9124971572616,29.16322199218064,4.032199921621084,45,mni152_2mm
12789013,35.357938468196906,-64.7562951229614,-20.231976550658786,5.644416641141649,47,mni152_2mm
12789013,38.39704244986755,30.199307632741583,-3.695748267219586,-4.537701269361039,64,mni152_2mm
12789013,-12.450560836142929,2.653698045177219,43.80638193778849,-1.96,34,mni152_2mm
12789013,25.816785654529,-78.30321978972286,-15.640694506584689,3.336450986900714,41,mni152_2mm
12789013,32.24319968128627,-89.09586293579753,-18.15500843531312,-1.96,48,mni152_2mm
12789013,-24.18352316145387,-97.15293905233764,6.588035357754839,-1.96,29,mni152_2mm
12789013,-49.13007981887943,24.100826204383285,7.857876314893314,4.764603951588789,48,mni152_2mm
12810004,41.0,-17.0,49.0,3.0323699914484874,65,mni152_2mm
12810004,2.0,-9.0,45.0,2.5836683118936996,25,mni152_2mm
12810004,-30.0,-20.0,11.0,-2.0854980094982243,31,mni152_2mm
12810004,36.0,-17.0,9.0,1.96,42,mni152_2mm
12821513,-24.0,-44.0,70.0,6.011132369832371,25,mni152_2mm
12821513,2.0,-4.0,46.0,-4.052137478881129,46,mni152_2mm
12821513,4.0,6.0,42.0,1.96,45,mni152_2mm
12821513,-62.0,-24.0,10.0,1.96,27,mni152_2mm
12821513,44.0,-52.0,-34.0,-2.850744942958601,28,mni152_2mm
12821513,2.0,-44.0,8.0,-3.996604111123347,28,mni152_2mm
12821513,62.0,-20.0,46.0,2.7081079303506135,24,mni152_2mm
12821513,28.0,20.0,-30.0,2.410013304110526,42,mni152_2mm
12821513,12.0,40.0,2.0,3.8346114098556976,33,mni152_2mm
12821513,0.0,-58.0,34.0,1.96,21,mni152_2mm
12821513,0.0,-4.0,44.0,5.837541168707204,29,mni152_2mm
12821513,18.0,-4.0,-28.0,2.887783215965358,37,mni152_2mm
12821513,60.0,-30.0,30.0,2.8137640932570176,49,mni152_2mm
12821513,4.0,18.0,34.0,3.5442367918977933,69,mni152_2mm
12821513,-22.0,-54.0,-14.0,3.166929479403318,25,mni152_2mm
12821513,-58.0,8.0,-2.0,-4.160535836363014,63,mni152_2mm
12821513,54.0,14.0,-4.0,4.709815795612634,26,mni152_2mm
12821513,-6.0,6.0,68.0,1.96,53,mni152_2mm
12821513,-4.0,38.0,-22.0,1.96,36,mni152_2mm
12821513,-28.0,-40.0,72.0,-1.96,26,mni152_2mm
12821513,-14.0,-8.0,40.0,-2.6657794293964017,33,mni152_2mm
12821513,-50.0,-42.0,54.0,-1.96,17,mni152_2mm
12821513,6.0,10.0,-19.0,5.20669620737312,31,mni152_2mm
12821513,-6.0,-16.0,16.0,-3.1095844286799497,46,mni152_2mm
12821513,-58.0,8.0,0.0,4.568054689041429,42,mni152_2mm
12821513,22.0,10.0,-20.0,2.175256384963282,78,mni152_2mm
12821513,-22.0,-8.0,58.0,3.320612423933211,41,mni152_2mm
12821513,66.0,-12.0,28.0,3.6357182710317737,36,mni152_2mm
12821513,26.0,-58.0,66.0,-4.218351597190422,46,mni152_2mm
12821513,44.0,18.0,-10.0,4.416475023573089,31,mni152_2mm
12821513,-66.0,-26.0,8.0,-1.96,40,mni152_2mm
12821513,12.0,38.0,14.0,-2.1035074441705426,24,mni152_2mm
12873752,12.0,33.0,-3.0,-3.1454826765634487,32,mni152_2mm
12873752,21.0,-6.0,18.0,4.084798181802411,33,mni152_2mm
12873752,-33.0,21.0,3.0,2.5191488643581805,68,mni152_2mm
12873752,30.0,6.0,60.0,4.573097927130069,26,mni152_2mm
12873752,-15.0,-51.0,57.0,3.45095354542404,28,mni152_2mm
12873752,45.0,9.0,18.0,2.5967309742966966,32,mni152_2mm
12873752,24.0,-60.0,18.0,-2.2736721090732437,22,mni152_2mm
12873752,33.0,-60.0,-27.0,3.3016509062447086,58,mni152_2mm
12873752,-24.0,-15.0,9.0,1.96,35,mni152_2mm
12873752,3.0,27.0,36.0,-4.040750393262683,41,mni152_2mm
12873752,63.0,-36.0,45.0,5.658674801298449,41,mni152_2mm
12873752,-45.0,9.0,36.0,-5.7333605674977335,40,mni152_2mm
12873752,27.0,-66.0,-51.0,-4.568672598468865,24,mni152_2mm
12873752,-36.0,-66.0,-36.0,5.871419647931256,35,mni152_2mm
12873752,-9.0,24.0,33.0,2.9349737698538525,27,mni152_2mm
12873752,-12.0,15.0,48.0,4.860574728358292,42,mni152_2mm
12873752,-3.0,-3.0,63.0,-3.0685059940974395,41,mni152_2mm
12873752,27.0,-60.0,45.0,-1.96,20,mni152_2mm
12873752,-12.0,-42.0,-39.0,4.916483664680164,21,mni152_2mm
12873752,33.0,3.0,57.0,2.116423056407469,31,mni152_2mm
12873752,-30.0,-60.0,48.0,3.866312892330628,65,mni152_2mm
12925283,-12.0,-27.0,-33.0,2.96207809976187,33,mni152_2mm
12925283,-21.0,-57.0,-21.0,6.61721608909172,32,mni152_2mm
12925283,-33.0,-54.0,-30.0,3.467248885737844,36,mni152_2mm
12925283,-3.0,-27.0,-12.0,4.316777675219944,28,mni152_2mm
12925283,45.0,-3.0,-12.0,-3.0172161467898007,42,mni152_2mm
12925283,39.0,31.0,-15.0,1.96,57,mni152_2mm
12925283,-12.0,-27.0,-36.0,2.599400915470913,37,mni152_2mm
12925283,0.0,-9.0,-12.0,1.96,25,mni152_2mm
12925283,-24.0,51.0,0.0,3.0425906616869676,17,mni152_2mm
12925283,9.0,-18.0,-21.0,-1.96,49,mni152_2mm
12925283,-48.0,36.0,-9.0,1.96,51,mni152_2mm
12925283,-21.0,-66.0,-18.0,3.7752447690539648,19,mni152_2mm
12925283,39.0,15.0,-15.0,2.923410213549725,100,mni152_2mm
12925283,27.0,15.0,-15.0,1.96,29,mni152_2mm
12925283,-30.0,12.0,-3.0,6.05303142575289,72,mni152_2mm
12925283,-39.0,27.0,-3.0,3.319182998223978,30,mni152_2mm
12925283,-42.0,27.0,0.0,4.373121116832903,35,mni152_2mm
12925283,-15.0,48.0,24.0,-4.826954156767173,46,mni152_2mm
12925283,-30.0,-51.0,-27.0,2.181786606251136,28,mni152_2mm
12925283,-9.0,-9.0,-6.0,4.620558390115455,27,mni152_2mm
12925283,-33.0,3.0,-3.0,-2.926230688034719,74,mni152_2mm
12925283,-15.0,24.0,30.0,-2.3195749708142936,38,mni152_2mm
12925283,-33.0,33.0,-21.0,1.96,54,mni152_2mm
12925283,0.0,-12.0,-12.0,2.367540296244187,33,mni152_2mm
12925283,-30.0,3.0,9.0,3.530286857348496,57,mni152_2mm
12925283,54.0,21.0,-9.0,4.565765532098447,24,mni152_2mm
12925283,3.0,-54.0,-18.0,4.289149918241993,52,mni152_2mm
12925283,36.0,-9.0,15.0,2.815773789229968,24,mni152_2mm
12925283,-18.0,-57.0,-21.0,2.9785928267783524,26,mni152_2mm
12925283,-45.0,18.0,-9.0,4.329681169520139,53,mni152_2mm
12925283,-12.0,-12.0,-12.0,-6.506430875614286,65,mni152_2mm
12925283,-51.0,15.0,-21.0,-3.956759670384332,38,mni152_2mm
12925283,-6.0,21.0,30.0,2.9443325975049888,90,mni152_2mm
12925283,15.0,15.0,33.0,-3.132009729200314,50,mni152_2mm
12925283,6.0,-27.0,-39.0,4.224202796756267,57,mni152_2mm
12925283,-30.0,-48.0,-30.0,5.066906689924144,26,mni152_2mm
12925283,-30.0,0.0,-6.0,-3.736300005097857,42,mni152_2mm
12925283,39.0,27.0,-9.0,-2.514336144466911,33,mni152_2mm
12925283,24.0,9.0,-12.0,2.3224485849312178,46,mni152_2mm
12925283,-9.0,-39.0,-27.0,2.427305642811097,59,mni152_2mm
12925283,39.0,6.0,-6.0,3.057984980308016,36,mni152_2mm
12925283,18.0,-42.0,-30.0,3.1447821878160127,44,mni152_2mm
12925283,42.0,12.0,0.0,2.3142735918664714,32,mni152_2mm
12925283,-39.0,33.0,0.0,4.266262969192806,26,mni152_2mm
12925283,-45.0,9.0,6.0,3.5861983245507805,33,mni152_2mm
12925283,-39.0,6.0,-6.0,-2.326793343464302,39,mni152_2mm
12925283,-12.0,18.0,45.0,-4.4205943125605085,55,mni152_2mm
12925283,3.0,42.0,-6.0,-2.0271129161745054,34,mni152_2mm
12925283,9.0,39.0,36.0,1.96,65,mni152_2mm
12925283,-9.0,0.0,51.0,2.9397214169517736,23,mni152_2mm
12925283,39.0,33.0,-18.0,3.8067380627825065,48,mni152_2mm
12925283,-9.0,-24.0,-36.0,3.768922369176073,29,mni152_2mm
12925283,15.0,6.0,38.0,-1.96,36,mni152_2mm
12925283,3.0,-12.0,45.0,4.483227987071157,32,mni152_2mm
12925283,36.0,9.0,-3.0,-3.7882613448038063,21,mni152_2mm
12925283,9.0,-39.0,-36.0,5.412250335926019,23,mni152_2mm
12925283,3.0,-45.0,-21.0,-3.4250869153817076,37,mni152_2mm
12925283,-27.0,48.0,-18.0,5.484470855626725,46,mni152_2mm
12925283,15.0,-10.0,-15.0,2.230037615485793,37,mni152_2mm
12925283,9.0,-24.0,9.0,5.297389598825218,25,mni152_2mm
12925283,6.0,24.0,15.0,2.499622504710877,28,mni152_2mm
12925283,-12.0,36.0,38.0,1.96,18,mni152_2mm
12925283,-3.0,33.0,-6.0,2.7967920121837815,32,mni152_2mm
12925283,-39.0,-30.0,24.0,-3.9074411268534286,29,mni152_2mm
12925283,-33.0,3.0,12.0,-1.96,36,mni152_2mm
12925283,36.0,21.0,-21.0,-3.976139002978288,36,mni152_2mm
12925283,33.0,6.0,9.0,1.96,30,mni152_2mm
12925283,-27.0,12.0,-12.0,-2.602300728644371,50,mni152_2mm
12925283,6.0,30.0,-9.0,4.636980139321843,45,mni152_2mm
12925283,-15.0,33.0,33.0,2.6323756434826966,30,mni152_2mm
12925283,3.0,-48.0,-12.0,3.981531743818158,39,mni152_2mm
12925283,27.0,9.0,-12.0,5.062544836281468,46,mni152_2mm
12925283,48.0,27.0,-12.0,6.585716973433849,51,mni152_2mm
12925283,45.0,42.0,-6.0,-2.749204527161872,44,mni152_2mm
12925283,9.0,-48.0,-30.0,-1.96,43,mni152_2mm
12925283,-24.0,-6.0,-21.0,-1.96,26,mni152_2mm
12925283,-54.0,9.0,9.0,3.0318312135959116,29,mni152_2mm
12925283,39.0,33.0,-15.0,3.307046117255691,38,mni152_2mm
12925283,-21.0,12.0,0.0,-4.303668326502025,35,mni152_2mm
12925283,27.0,-9.0,-12.0,1.96,40,mni152_2mm
12925283,0.0,39.0,6.0,2.760214344367096,33,mni152_2mm
12925283,51.0,6.0,-3.0,4.160144770100566,24,mni152_2mm
12925283,-6.0,-3.0,39.0,2.475072105173622,32,mni152_2mm
12925283,3.0,45.0,-3.0,4.327053725480312,43,mni152_2mm
12925283,6.0,54.0,21.0,3.0070209680709983,30,mni152_2mm
12925283,-18.0,-6.0,39.0,-1.96,40,mni152_2mm
12925283,-30.0,42.0,-15.0,-2.460041814591136,17,mni152_2mm
12925283,6.0,-27.0,-39.0,-4.675079641102225,32,mni152_2mm
12925283,27.0,-45.0,-27.0,2.311551974645025,33,mni152_2mm
12925283,12.0,-27.0,6.0,-5.6747820514819765,74,mni152_2mm
12925283,24.0,-51.0,-33.0,-1.96,30,mni152_2mm
12925283,-12.0,-12.0,-21.0,5.961810824992302,41,mni152_2mm
12925283,-48.0,12.0,0.0,7.208707310680025,35,mni152_2mm
12925283,3.0,-36.0,-36.0,5.940081578369872,22,mni152_2mm
12925283,42.0,0.0,21.0,2.8381456323911975,26,mni152_2mm
12925283,-21.0,0.0,6.0,3.267956991797501,47,mni152_2mm
12925283,21.0,-15.0,18.0,-2.7951443682618997,24,mni152_2mm
12925283,27.0,9.0,-9.0,4.625002094407295,44,mni152_2mm
12948687,-48.0,-2.0,44.0,-5.415717210817222,63,mni152_2mm
12948687,24.0,-6.0,44.0,5.731221407841969,39,mni152_2mm
12948687,51.0,-2.0,41.0,2.630718363200492,38,mni152_2mm
12948687,-44.0,-2.0,44.0,5.3122530765355,63,mni152_2mm
12948687,-32.0,-2.0,41.0,-4.871084363509421,57,mni152_2mm
12948687,44.0,2.0,44.0,4.685901645710475,57,mni152_2mm
12948687,29.0,-3.0,51.0,-3.8535068028177113,35,mni152_2mm
12972367,-31.0,-48.0,40.0,2.6821331460471405,62,mni152_2mm
12972367,-53.0,-30.0,11.0,4.645835831207721,73,mni152_2mm
12972367,-43.0,23.0,-6.0,3.975912410396135,38,mni152_2mm
12972367,-47.0,28.0,1.0,-3.768777997346699,42,mni152_2mm
12972367,-44.0,-22.0,9.0,2.374572570172021,45,mni152_2mm
12972367,34.0,-58.0,43.0,6.061071657131672,36,mni152_2mm
12972367,-29.0,22.0,0.0,1.978962658762496,28,mni152_2mm
12972367,-58.0,-13.0,12.0,1.96,53,mni152_2mm
12972367,-28.0,22.0,0.0,4.666303658493786,34,mni152_2mm
12972367,-5.0,-51.0,33.0,3.5410144914063406,61,mni152_2mm
12972367,10.0,16.0,1.0,3.430756923395649,49,mni152_2mm
12972367,52.0,13.0,4.0,-5.492175013630528,27,mni152_2mm
12972367,-26.0,3.0,1.0,4.467867230483176,38,mni152_2mm
12972367,-44.0,21.0,13.0,-5.249708997206991,65,mni152_2mm
12972367,-47.0,18.0,23.0,5.958141870425048,57,mni152_2mm
12972367,40.0,32.0,11.0,3.3785238283246537,31,mni152_2mm
12972367,-47.0,35.0,-2.0,3.041838179234543,30,mni152_2mm
12972367,-48.0,-14.0,7.0,4.745314082059584,24,mni152_2mm
12972367,5.0,8.0,2.0,4.063378623436057,47,mni152_2mm
12972367,25.0,48.0,-5.0,1.96,28,mni152_2mm
12972367,-44.0,32.0,7.0,4.917678350708501,22,mni152_2mm
12972367,-32.0,-46.0,34.0,-4.530639109721317,73,mni152_2mm
12972367,40.0,19.0,20.0,4.141777506653867,42,mni152_2mm
12972367,46.0,-52.0,12.0,3.2155077123137072,38,mni152_2mm
12972367,-11.0,13.0,5.0,1.96,31,mni152_2mm
12972367,-9.0,11.0,5.0,-4.820140465582741,54,mni152_2mm
12972367,-55.0,-34.0,12.0,2.7584748200758415,44,mni152_2mm
12972367,-52.0,-17.0,6.0,5.362861295982087,52,mni152_2mm
12972367,46.0,-46.0,26.0,4.050692478580045,35,mni152_2mm
12972367,-4.0,58.0,13.0,3.545485807774958,60,mni152_2mm
12972367,-41.0,3.0,8.0,3.490126127895306,47,mni152_2mm
12972367,-49.0,-14.0,7.0,-2.808262886246479,48,mni152_2mm
12972367,-9.0,19.0,3.0,-4.960677300800193,40,mni152_2mm
12972367,-23.0,48.0,-5.0,-5.93473097219742,44,mni152_2mm
12972367,31.0,23.0,5.0,-4.6992376499831074,30,mni152_2mm
12972367,-11.0,-30.0,5.0,-3.222780238187964,40,mni152_2mm
12972367,11.0,15.0,1.0,5.449695995641909,23,mni152_2mm
12972367,44.0,21.0,13.0,1.96,32,mni152_2mm
12972367,-41.0,-60.0,32.0,2.478485490839045,35,mni152_2mm
12972367,-44.0,-49.0,9.0,2.8212457284634236,55,mni152_2mm
12972367,-50.0,13.0,1.0,2.1874588676038624,58,mni152_2mm
12972367,37.0,5.0,23.0,-2.1164018763626053,42,mni152_2mm
12972367,-54.0,-32.0,11.0,-3.1774648086920485,52,mni152_2mm
12972367,55.0,-12.0,2.0,4.6798559650849985,20,mni152_2mm
12972367,22.0,0.0,-2.0,1.96,43,mni152_2mm
12972367,-53.0,19.0,4.0,-2.18466788633201,41,mni152_2mm
12972367,28.0,38.0,6.0,2.4543577238559706,23,mni152_2mm
12972367,-52.0,21.0,3.0,-3.74518751817328,23,mni152_2mm
12972367,-32.0,-22.0,2.0,3.6899241682028063,58,mni152_2mm
12972367,32.0,-5.0,16.0,2.674047627268115,51,mni152_2mm
12972367,10.0,14.0,8.0,-5.991625257614538,36,mni152_2mm
12972367,-7.0,2.0,4.0,2.7684079714411083,27,mni152_2mm
12972367,-47.0,35.0,-2.0,-4.049370938500279,27,mni152_2mm
13679404,-9.40974957432513,-24.30300196323941,11.460919112580742,-6.582868829087543,56,mni152_2mm
13679404,26.76640469240877,-21.311956929128524,-8.163861723275728,1.96,39,mni152_2mm
13679404,-23.43336601739204,-23.556362698633155,-5.168615874967825,3.201482505883127,29,mni152_2mm
13679404,15.1608187883118,-17.639977039030985,12.850306501411303,3.824728034731769,31,mni152_2mm
13679404,23.580741478661064,-24.417722524381592,-6.751610241325653,-1.96,30,mni152_2mm
13679404,-20.24408489400189,-23.708480826703603,-7.4228930159737585,3.179051415160071,28,mni152_2mm
13679404,-23.43732522428584,-22.49895572838259,-5.257247774523792,-5.48872870718953,65,mni152_2mm
13679404,-18.119444745540633,-24.924408424049023,-9.575726782237588,4.875873383079605,38,mni152_2mm
13679404,-20.231865976069138,-24.680224984382328,-6.22633975869403,-3.973486405840849,36,mni152_2mm
13679404,-23.424765009101726,-21.270223132988356,-3.130036958632238,2.164705886064701,44,mni152_2mm
13679404,23.552344435901748,-21.416827238773585,-9.233348655441077,2.5326280745355843,36,mni152_2mm
13679404,20.527916236039403,-21.751929612339342,14.248698081428248,1.96,28,mni152_2mm
13679404,-20.236166480214287,-25.823294767204725,-7.245629216861824,5.252547913566952,62,mni152_2mm
13679404,-20.223606265030178,-24.59456217181049,-5.118418400970269,-3.423936906581643,38,mni152_2mm
13679404,21.44681772740678,-29.88888799882689,-8.498670508621064,-5.54804977736447,31,mni152_2mm
13679404,-5.170981709078588,-14.760729234886732,10.611986115832488,2.798914101441258,26,mni152_2mm
13679404,-22.38920367143487,-21.6064718842513,-7.57453386471342,-4.438605745235289,32,mni152_2mm
13679404,-11.583947989020135,-23.601051241325017,6.966224732502004,-3.4107813746750457,33,mni152_2mm
13679404,-18.004491385497932,-28.126082554189217,4.073857108671415,2.109924256294874,59,mni152_2mm
13679404,24.62886303151204,-23.525238680250297,-9.06889633151528,5.008742930988811,28,mni152_2mm
13679404,-20.247702803644337,-20.450597103380083,-6.5808673569179,-2.5686617525041444,49,mni152_2mm
13679404,25.69780451058608,-21.31835942815293,-8.151050248089591,-5.41456626477708,51,mni152_2mm
13679404,24.646065048092662,-18.952959548960703,-4.991738498844105,-4.286259488329713,52,mni152_2mm
13679404,-23.453844646363756,-22.670281353526267,-7.473090489971314,2.3877184104449483,73,mni152_2mm
13679404,25.71398263541264,-23.347510556082216,-6.8658650912538945,-3.576511800642792,41,mni152_2mm
13679404,-25.582785298970173,-22.59742353900325,-6.33954618187528,1.96,41,mni152_2mm
13679404,23.523606095891076,-20.616408706238538,-12.645744628168329,4.819100870080995,49,mni152_2mm
13679404,-23.441284431179643,-21.441548758132033,-5.34587967407976,3.6470832348794575,71,mni152_2mm
13679404,24.61664411357928,-22.553494522571572,-10.265449588795008,-3.1858538472109577,26,mni152_2mm
13679404,23.572823064873464,-22.302908583880473,-6.928874040437588,-5.6936845976882,62,mni152_2mm
13679404,-23.45780385325756,-21.612874383275702,-7.561722389527282,-2.4937896107341992,34,mni152_2mm
13679404,25.71002342851884,-22.290103585831655,-6.954496990809862,-6.141659607685651,29,mni152_2mm
13679404,-19.179443919073,-22.644671357428635,-7.524336390715863,6.708095160902385,34,mni152_2mm
13679404,-21.32128608411489,-26.00102289137281,-9.448660457123207,2.8496347747071114,34,mni152_2mm
13679404,-26.688042234591137,-19.68859356499148,-9.916394478528328,2.649449989237053,20,mni152_2mm
13679404,23.552685733153105,-19.216350485700627,-8.302691096829252,1.96,35,mni152_2mm
13679404,19.43849612799364,-23.07272751932983,11.02637738299907,1.96,31,mni152_2mm
13679404,20.318146847674367,-18.4351394502388,-11.67665264399809,-4.2128400956421155,55,mni152_2mm
13679404,-18.086064604133444,-22.38128042068871,-4.213383792730717,1.96,26,mni152_2mm
13679404,24.65070684948918,-15.60941301306535,-3.041791482064486,-1.96,92,mni152_2mm
13679404,25.85337383132086,-28.49267300157986,9.176825314214565,-4.18039968756726,51,mni152_2mm
13679404,25.70606422162504,-21.232696615581094,-7.04312889036583,2.69977210978123,31,mni152_2mm
13679404,-22.40108129211627,-18.434250973499616,-7.8404295633813215,1.96,55,mni152_2mm
13679404,-17.026406727852425,-26.86149424038206,-7.195431742864267,2.710272765964634,24,mni152_2mm
13679404,27.855483503203175,-22.191635775211,-5.872198583458376,-3.8011951167647258,29,mni152_2mm
13679404,25.7222423464516,-23.26184774351038,-5.757943733530134,-2.538663604525716,36,mni152_2mm
13679404,26.774664403447726,-21.226294116556687,-7.055940365551967,-3.321433821882874,51,mni152_2mm
13679404,25.742720975423317,-24.147929088617264,-3.4534691185266446,3.200451377092785,50,mni152_2mm
13679404,-21.292206446852862,-24.6009646708349,-5.105606925784132,-3.170385407361389,37,mni152_2mm
13679404,15.147575978624976,-23.269663140571136,8.861780568296098,3.744009607340594,38,mni152_2mm
13679404,25.69350400644093,-22.46142921097533,-9.170339706257383,-4.457223207569588,33,mni152_2mm
13679404,28.866948302255867,-18.383919458043533,-11.779144445487187,4.846548265241017,37,mni152_2mm
13679404,-21.3410821185839,-20.713988040120004,-9.891819954903044,3.656279140042366,60,mni152_2mm
13679404,-24.534663746119204,-21.704939694871953,-8.656832272064905,3.077880383113325,57,mni152_2mm
13679404,26.79084252827429,-23.255445244485973,-5.770755208716271,3.269739310026334,49,mni152_2mm
13679404,24.629204328763393,-21.324761927177335,-8.138238772903453,-3.867400227753488,27,mni152_2mm
13679404,24.67016158670683,-23.09692461739111,-3.529289542896475,3.116652034443842,41,mni152_2mm
13679404,23.585041982806224,-23.2746527415592,-5.73232078315786,2.327015928984383,33,mni152_2mm
13679404,22.508182089944576,-23.36671805315544,-6.827430665695483,1.96,35,mni152_2mm
13679404,-23.47759988772656,-16.325839532022904,-8.00488188730712,3.6721023113974858,62,mni152_2mm
13679404,-21.31268507582458,-23.714883325728017,-7.410081540787621,3.053031999811954,89,mni152_2mm
13679404,-22.38094396039591,-21.520809071679466,-6.466612506989659,3.7612713229434047,57,mni152_2mm
13679404,-14.82346997314674,-28.36386349483151,0.7116586099417201,1.96,41,mni152_2mm
14523078,37.93167468802409,-41.54214006377099,45.81886102766691,3.5249231070056704,66,mni152_2mm
14523078,-26.578345487331617,49.55413953113229,32.22904613112341,-2.7874274802186263,41,mni152_2mm
14523078,47.66109436933124,-37.02735447322207,62.056482418180195,3.2416161578376705,35,mni152_2mm
14523078,60.325791915328985,-22.117373682032813,47.278209929921914,1.96,48,mni152_2mm
14523078,37.91877317558862,-44.97134941223818,42.76099265316354,5.637218279549409,33,mni152_2mm
14523078,8.709352114302355,70.88410818456046,43.41731765110264,2.2269411139035236,68,mni152_2mm
14523078,-0.3784033299641012,-50.00435057232717,63.69658159622797,1.96,26,mni152_2mm
14523078,-38.90739797898787,-34.373735983447446,62.8283162095894,5.181343137492305,40,mni152_2mm
14523078,63.3560907454708,-37.09994576740592,18.38948164049356,3.892453997851234,67,mni152_2mm
14523078,-7.249545140826079,17.6901869683393,31.333632491280685,4.814368795558581,36,mni152_2mm
14523078,-17.206687398588024,60.2447381636346,4.460047474406306,1.96,20,mni152_2mm
